date,1. open,2. high,3. low,4. close,5. volume
2024-06-12 19:59:00,214.115,214.3,214.09,214.19,8087.0
2024-06-12 19:58:00,214.09,214.18,213.95,214.14,4527.0
2024-06-12 19:57:00,214.1,214.25,214.01,214.022,3419.0
2024-06-12 19:56:00,214.04,214.1,213.93,214.02,17372.0
2024-06-12 19:55:00,214.1,214.12,213.93,214.07,4941.0
2024-06-12 19:54:00,214.15,214.2,214.03,214.12,2375.0
2024-06-12 19:53:00,214.1,214.15,214.03,214.15,7388.0
2024-06-12 19:52:00,214.08,214.15,214.03,214.12,6802.0
2024-06-12 19:51:00,214.25,214.25,214.03,214.03,5543.0
2024-06-12 19:50:00,214.35,214.4,214.15,214.25,24321.0
2024-06-12 19:49:00,214.16,214.4,214.15,214.37,12933.0
2024-06-12 19:48:00,214.13,214.25,214.1,214.2,5130.0
2024-06-12 19:47:00,214.195,214.29,214.13,214.15,23231.0
2024-06-12 19:46:00,214.09,214.24,214.04,214.15,4802.0
2024-06-12 19:45:00,214.07,214.13,214.0,214.08,7835.0
2024-06-12 19:44:00,213.85,214.07,213.83,214.01,11946.0
2024-06-12 19:43:00,213.85,213.89,213.8,213.8,4922.0
2024-06-12 19:42:00,213.8,213.85,213.8,213.81,3684.0
2024-06-12 19:41:00,213.79,213.86,213.79,213.8,5611.0
2024-06-12 19:40:00,213.835,213.87,213.79,213.79,1839.0
2024-06-12 19:39:00,213.81,213.87,213.79,213.87,5833.0
2024-06-12 19:38:00,213.79,213.87,213.79,213.81,4729.0
2024-06-12 19:37:00,213.82,213.84,213.79,213.79,30190.0
2024-06-12 19:36:00,213.825,213.85,213.79,213.82,2785.0
2024-06-12 19:35:00,213.8,213.85,213.71,213.85,16909.0
2024-06-12 19:34:00,213.63,213.84,213.4,213.71,11218.0
2024-06-12 19:33:00,213.49,213.61,213.45,213.6,12191.0
2024-06-12 19:32:00,213.46,213.49,213.4,213.45,3824.0
2024-06-12 19:31:00,213.43,213.48,213.4,213.46,1539.0
2024-06-12 19:30:00,213.39,213.452,213.3,213.405,1960.0
2024-06-12 19:29:00,213.35,213.39,213.07,213.32,60936.0
2024-06-12 19:28:00,213.31,213.39,213.2,213.33,2499.0
2024-06-12 19:27:00,213.2,213.3,213.2,213.23,6879.0
2024-06-12 19:26:00,213.24,213.24,213.18,213.22,3807.0
2024-06-12 19:25:00,213.21,213.25,213.16,213.21,1807.0
2024-06-12 19:24:00,213.24,213.24,213.15,213.16,615.0
2024-06-12 19:23:00,213.19,213.25,213.15,213.16,7471.0
2024-06-12 19:22:00,213.18,213.21,213.15,213.19,484.0
2024-06-12 19:21:00,213.18,213.23,213.15,213.18,1210.0
2024-06-12 19:20:00,213.2,213.2,213.18,213.2,1051.0
2024-06-12 19:19:00,213.22,213.23,213.15,213.184,1720.0
2024-06-12 19:18:00,213.2,213.23,213.15,213.22,3378.0
2024-06-12 19:17:00,213.24,213.25,213.15,213.195,1730.0
2024-06-12 19:16:00,213.22,213.25,213.22,213.235,1099.0
2024-06-12 19:15:00,213.25,213.25,213.21,213.23,1529.0
2024-06-12 19:14:00,213.18,213.25,213.18,213.22,2331.0
2024-06-12 19:13:00,213.18,213.24,213.16,213.17,2254.0
2024-06-12 19:12:00,213.15,213.22,213.1,213.22,489.0
2024-06-12 19:11:00,213.12,213.15,213.1,213.15,1754.0
2024-06-12 19:10:00,213.15,213.15,213.09,213.105,1566.0
2024-06-12 19:09:00,213.07,213.125,213.03,213.125,2080.0
2024-06-12 19:08:00,213.1,213.105,213.02,213.09,4391.0
2024-06-12 19:07:00,213.12,213.14,213.08,213.08,1787.0
2024-06-12 19:06:00,213.14,213.14,213.1,213.1,10302.0
2024-06-12 19:05:00,213.15,213.15,213.12,213.15,2338.0
2024-06-12 19:04:00,213.16,213.2,213.12,213.15,1874.0
2024-06-12 19:03:00,213.25,213.25,213.16,213.2,3203.0
2024-06-12 19:02:00,213.22,213.25,213.2,213.21,746.0
2024-06-12 19:01:00,213.22,213.25,213.19,213.22,2226.0
2024-06-12 19:00:00,213.214,213.22,213.19,213.2,2979.0
2024-06-12 18:59:00,213.185,213.21,213.185,213.205,1270.0
2024-06-12 18:58:00,213.17,213.21,213.15,213.2,144.0
2024-06-12 18:57:00,213.2,213.21,213.12,213.17,1713.0
2024-06-12 18:56:00,213.13,213.2,213.11,213.16,1251.0
2024-06-12 18:55:00,213.11,213.15,213.1,213.11,2008.0
2024-06-12 18:54:00,213.09,213.15,213.09,213.11,3499.0
2024-06-12 18:53:00,213.15,213.15,213.09,213.13,1478.0
2024-06-12 18:52:00,213.09,213.15,213.09,213.14,2170.0
2024-06-12 18:51:00,213.12,213.15,213.09,213.09,1249.0
2024-06-12 18:50:00,213.16,213.19,213.09,213.12,1752.0
2024-06-12 18:49:00,213.092,213.19,213.09,213.1,866.0
2024-06-12 18:48:00,213.1,213.14,213.08,213.1,2413.0
2024-06-12 18:47:00,213.15,213.2,213.05,213.105,2507.0
2024-06-12 18:46:00,213.11,213.2,213.11,213.15,1949.0
2024-06-12 18:45:00,213.03,213.15,213.03,213.13,7573.0
2024-06-12 18:44:00,213.1,213.1,213.03,213.09,575.0
2024-06-12 18:43:00,213.07,213.15,213.05,213.1,5453.0
2024-06-12 18:42:00,213.1,213.14,213.07,213.14,423.0
2024-06-12 18:41:00,213.1,213.15,213.07,213.09,586.0
2024-06-12 18:40:00,213.15,213.15,213.05,213.1,1043.0
2024-06-12 18:39:00,213.15,213.15,213.05,213.11,1115.0
2024-06-12 18:38:00,213.14,213.16,213.07,213.15,5752.0
2024-06-12 18:37:00,213.11,213.16,213.11,213.13,3443.0
2024-06-12 18:36:00,213.1,213.15,213.07,213.14,1080.0
2024-06-12 18:35:00,213.15,213.15,213.06,213.08,458.0
2024-06-12 18:34:00,212.93,213.15,212.91,213.1,5735.0
2024-06-12 18:33:00,212.89,212.98,212.83,212.924,5440.0
2024-06-12 18:32:00,212.87,213.07,212.85,212.85,46791.0
2024-06-12 18:31:00,212.83,212.93,212.83,212.929,3383.0
2024-06-12 18:30:00,212.93,212.967,212.81,212.85,5628.0
2024-06-12 18:29:00,212.9,213.07,212.9,212.93,6035.0
2024-06-12 18:28:00,212.9,213.0,212.84,212.89,4489.0
2024-06-12 18:27:00,213.03,213.03,212.81,212.88,2959.0
2024-06-12 18:26:00,213.011,213.03,212.9,212.9,11247.0
2024-06-12 18:25:00,213.065,213.065,213.01,213.03,1264.0
2024-06-12 18:24:00,213.11,213.15,187.786,213.09,7826.0
2024-06-12 18:23:00,213.11,213.15,185.3,213.13,3503.0
2024-06-12 18:22:00,213.1,213.14,213.07,213.11,4738.0
2024-06-12 18:21:00,213.15,213.17,213.1,213.1,1724.0
2024-06-12 18:20:00,213.23,213.27,213.14,213.15,849.0
2024-06-12 18:19:00,213.215,213.36,213.07,213.27,505.0
2024-06-12 18:18:00,213.37,213.37,213.06,213.215,23427.0
2024-06-12 18:17:00,213.231,213.4,213.11,213.37,9674.0
2024-06-12 18:16:00,213.23,213.4,213.2,213.29,6207.0
2024-06-12 18:15:00,213.4,213.45,213.2,213.23,9746.0
2024-06-12 18:14:00,213.5,213.52,213.41,213.425,3506.0
2024-06-12 18:13:00,213.45,213.52,213.45,213.51,2119.0
2024-06-12 18:12:00,213.45,213.52,213.45,213.48,4712.0
2024-06-12 18:11:00,213.49,213.52,213.4,213.49,5997.0
2024-06-12 18:10:00,213.55,213.56,213.45,213.52,4043.0
2024-06-12 18:09:00,213.45,213.58,213.41,213.55,5276.0
2024-06-12 18:08:00,213.42,213.5,213.42,213.48,509.0
2024-06-12 18:07:00,213.55,213.6,213.36,213.45,7600.0
2024-06-12 18:06:00,213.64,213.64,213.55,213.55,7293.0
2024-06-12 18:05:00,213.65,213.65,213.6,213.61,891.0
2024-06-12 18:04:00,213.61,213.67,213.6,213.61,4411.0
2024-06-12 18:03:00,213.69,213.69,213.61,213.67,1271.0
2024-06-12 18:02:00,213.635,213.65,213.61,213.65,8937.0
2024-06-12 18:01:00,213.675,213.7,213.61,213.61,6003.0
2024-06-12 18:00:00,213.7,213.78,213.653,213.69,4964.0
2024-06-12 17:59:00,213.73,213.78,213.7,213.74,3831.0
2024-06-12 17:58:00,213.7,213.76,213.7,213.73,1910.0
2024-06-12 17:57:00,213.72,213.78,213.71,213.73,788.0
2024-06-12 17:56:00,213.7,213.78,213.7,213.74,1912.0
2024-06-12 17:55:00,213.67,213.78,213.64,213.74,4146.0
2024-06-12 17:54:00,213.65,213.69,213.61,213.62,4076.0
2024-06-12 17:53:00,213.66,213.69,213.63,213.65,1097.0
2024-06-12 17:52:00,213.65,213.69,213.63,213.66,496.0
2024-06-12 17:51:00,213.68,213.69,213.62,213.67,1964.0
2024-06-12 17:50:00,213.61,213.68,213.6,213.68,1301.0
2024-06-12 17:49:00,213.635,213.68,213.6,213.6,2743.0
2024-06-12 17:48:00,213.69,213.69,213.61,213.65,2056.0
2024-06-12 17:47:00,213.689,213.69,213.62,213.655,1341.0
2024-06-12 17:46:00,213.69,213.69,213.62,213.655,473.0
2024-06-12 17:45:00,213.73,213.73,213.61,213.69,1162.0
2024-06-12 17:44:00,213.64,213.78,213.64,213.67,1152.0
2024-06-12 17:43:00,213.71,213.79,213.62,213.64,9020.0
2024-06-12 17:42:00,213.64,213.77,213.6,213.735,3199.0
2024-06-12 17:41:00,213.79,213.79,213.6,213.64,3215.0
2024-06-12 17:40:00,213.78,213.83,213.73,213.76,776.0
2024-06-12 17:39:00,213.78,213.84,213.07,213.79,14429.0
2024-06-12 17:38:00,213.78,213.85,213.75,213.8,1019.0
2024-06-12 17:37:00,213.79,213.85,213.75,213.78,2227.0
2024-06-12 17:36:00,213.74,213.85,213.71,213.85,3841.0
2024-06-12 17:35:00,213.8,213.85,213.7,213.73,2841.0
2024-06-12 17:34:00,213.66,213.85,213.66,213.8,4215.0
2024-06-12 17:33:00,213.65,213.69,213.65,213.69,1780.0
2024-06-12 17:32:00,213.63,213.69,213.628,213.69,1090.0
2024-06-12 17:31:00,213.63,213.69,213.57,213.63,4784.0
2024-06-12 17:30:00,213.58,213.65,213.57,213.6,1725.0
2024-06-12 17:29:00,213.605,213.64,213.56,213.58,5013.0
2024-06-12 17:28:00,213.6,213.64,213.57,213.62,3042.0
2024-06-12 17:27:00,213.8,213.8,213.58,213.61,6427.0
2024-06-12 17:26:00,213.7,213.8,213.69,213.745,1866.0
2024-06-12 17:25:00,213.59,213.75,213.59,213.71,1479.0
2024-06-12 17:24:00,213.585,213.7,213.57,213.68,7566.0
2024-06-12 17:23:00,213.66,213.67,213.07,213.585,62332.0
2024-06-12 17:22:00,213.64,213.73,213.56,213.61,4165.0
2024-06-12 17:21:00,213.68,213.75,213.63,213.63,2226.0
2024-06-12 17:20:00,213.66,213.75,213.58,213.68,7410.0
2024-06-12 17:19:00,213.865,213.88,213.65,213.75,7075.0
2024-06-12 17:18:00,213.898,213.9,213.82,213.88,2119.0
2024-06-12 17:17:00,213.85,213.9,213.82,213.86,1209.0
2024-06-12 17:16:00,213.81,213.96,213.8,213.88,3506.0
2024-06-12 17:15:00,213.7,213.91,213.58,213.81,8000.0
2024-06-12 17:14:00,213.85,213.87,213.7,213.71,6063.0
2024-06-12 17:13:00,213.81,213.96,213.8,213.85,8466.0
2024-06-12 17:12:00,213.97,214.04,213.07,213.79,201458.0
2024-06-12 17:11:00,214.145,214.17,213.88,213.94,7341.0
2024-06-12 17:10:00,214.14,214.2,214.11,214.15,3920.0
2024-06-12 17:09:00,214.07,214.17,214.02,214.17,5945.0
2024-06-12 17:08:00,214.18,214.19,214.05,214.1,10800.0
2024-06-12 17:07:00,214.3,214.34,214.15,214.18,12576.0
2024-06-12 17:06:00,214.28,214.34,214.25,214.31,7232.0
2024-06-12 17:05:00,214.28,214.45,213.07,214.3,2040922.0
2024-06-12 17:04:00,214.22,214.367,214.22,214.28,12178.0
2024-06-12 17:03:00,214.2,214.25,214.13,214.25,5786.0
